id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,city,neighbourhood_group,price_category,availability_category,review_activity,host_listing_count_x,host_type,host_listing_count_y,host_listing_count
751408979157217444,Lovely Garden Studio in Chicago,486064025,Vlad,Unknown,41.81483,-87.61829,Entire home/apt,196.0,2.0,146,2026-06-15,3.32,39,Chicago,Other,Premium ($150-250),Low (0-90 days),Highly Active,1,Casual (1 listing),1,1
751742096611773345,Stylish Chicago Getaway Near United Center / Rush,486139080,Vax,Unknown,41.87377,-87.68878,Entire home/apt,343.5,2.0,1,2025-04-27,0.07,359,Chicago,Other,Luxury ($250+),Always Available (271-365),Occasional,2,Growing (2-3 listings),2,2
752378098361825648,"Glamorous Chinatown 3BR condo, by McCormick/DWTN",219977804,Jake,Unknown,41.85362031990688,-87.63386698710428,Entire home/apt,346.0,2.0,71,2025-10-14,1.75,280,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,9,Professional (4+ listings),9,9
752796561030096362,"Twin Lions Lodge w/ Café, Speakeasy, Theater & Spa",3799544,Philip,Unknown,41.91561,-87.67378,Entire home/apt,1726.5,2.0,49,2026-05-31,1.31,327,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,1,Casual (1 listing),1,1
752845581184221318,Family Home in Chicago-O'Hare,486343675,Mila,Unknown,41.95895,-87.8434,Entire home/apt,444.5,2.0,48,2026-06-08,1.16,331,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,1,Casual (1 listing),1,1
753554370582467298,"Lovely, spacious 1 BR apartment (northern Chicago)",1339570,Hannah,Unknown,41.99944,-87.66194,Entire home/apt,220.0,2.0,27,2024-09-02,0.68,173,Chicago,Other,Premium ($150-250),Medium (91-180 days),Occasional,1,Casual (1 listing),1,1
753717204722214062,California Cottage/4br prime location Logan Square,461691271,Daniel,Unknown,41.9295712,-87.69788539999999,Entire home/apt,353.0,2.0,132,2026-06-01,3.0,226,Chicago,Other,Luxury ($250+),High (181-270 days),Highly Active,1,Casual (1 listing),1,1
753768081593665503,Central | BBQ Deck | Family-Friendly Pueblo Magíco,109200594,Nigam,Unknown,41.82418,-87.66777,Entire home/apt,309.0,2.0,136,2026-06-17,3.12,337,Chicago,Other,Luxury ($250+),Always Available (271-365),Highly Active,2,Growing (2-3 listings),2,2
754352717808596712,Lovely Apartment on Quaint Block in Andersonville,2500540,Saf,Unknown,41.98153,-87.66191,Entire home/apt,302.5,2.0,110,2026-06-16,2.53,314,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,1,Casual (1 listing),1,1
755019082851354363,"4 br/3ba, Great for Large Groups, Garage Parking",225739366,Matthew,Unknown,41.90064,-87.69738,Entire home/apt,453.5,2.0,66,2026-06-07,1.53,324,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,11,Professional (4+ listings),11,11
755037821878724162,McCormick Place Cozy Studio Sleeps 4 | Opt Parking,395498979,Milan,Unknown,41.85431,-87.62332,Entire home/apt,185.0,2.0,146,2026-06-10,3.31,300,Chicago,Other,Premium ($150-250),Always Available (271-365),Highly Active,78,Professional (4+ listings),78,78
755050877692431406,Luxurious Home in Chicago Fulton Market Downtown,11266083,Jaime,Unknown,41.88969,-87.65236,Entire home/apt,1147.0,3.0,60,2026-06-07,1.5,302,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,3,Growing (2-3 listings),3,3
755124493078918445,Modern Izakaya Studio in Wicker Park,2392656,Brett,Unknown,41.90194,-87.67159,Entire home/apt,308.33,3.0,147,2026-06-16,3.43,285,Chicago,Other,Luxury ($250+),Always Available (271-365),Highly Active,2,Growing (2-3 listings),2,2
755156525556610744,Walkers Paradise! Prime Wicker Park 2bdrms/1ba Apt,66223998,Rafael,Unknown,41.89971057311882,-87.66492105249183,Entire home/apt,172.09,3.0,73,2026-06-05,2.21,111,Chicago,Other,Premium ($150-250),Medium (91-180 days),Regular,5,Professional (4+ listings),5,5
755746084290452869,Edgewater Beach Home Steps to the Lake,486898314,Ryan M,Unknown,41.9799,-87.65779,Entire home/apt,1127.0,2.0,78,2026-06-22,1.91,246,Chicago,Other,Luxury ($250+),High (181-270 days),Regular,1,Casual (1 listing),1,1
755789541680782901,"Luxury Modern, Fast Wi-Fi, POOL, Huge GYM, KingBed",483201459,Joshua,Unknown,41.9040204,-87.6326926,Entire home/apt,175.31,32.0,10,2026-05-30,0.24,262,Chicago,Other,Premium ($150-250),High (181-270 days),Occasional,2,Growing (2-3 listings),2,2
755870898747172601,"2 br, 2 bt, UChicago Coachman's Guesthouse",50441260,Daniel,Unknown,41.79394,-87.59033,Entire home/apt,425.67,2.0,108,2026-06-08,2.82,188,Chicago,Other,Luxury ($250+),High (181-270 days),Regular,1,Casual (1 listing),1,1
755934562888126191,Spacious Townhome 2 Blocks From Southport Corridor,10107971,Lorri Ann,Unknown,41.94085,-87.65898,Entire home/apt,208.89,29.0,7,2026-05-10,0.19,152,Chicago,Other,Premium ($150-250),Medium (91-180 days),Occasional,1,Casual (1 listing),1,1
756864129367543529,Spacious 3 Level Home with 5 BDR/3 BA & 2 Kitchens,72858452,Jonathan,Unknown,41.73692,-87.55919,Entire home/apt,585.0,2.0,89,2026-06-22,2.04,202,Chicago,Other,Luxury ($250+),High (181-270 days),Regular,1,Casual (1 listing),1,1
757256633941807830,Lofted 2nd Floor Apartment with Spiral Staircase,90254823,Margaret,Unknown,41.92277977211583,-87.68786709755659,Entire home/apt,173.0,2.0,258,2026-06-21,5.85,5,Chicago,Other,Premium ($150-250),Low (0-90 days),Highly Active,1,Casual (1 listing),1,1
757855631547862796,My Cozy Casa in Pilsen,172229895,Bel Sandoval,Unknown,41.85539,-87.65377,Entire home/apt,278.28,2.0,120,2026-06-09,3.03,298,Chicago,Other,Luxury ($250+),Always Available (271-365),Highly Active,3,Growing (2-3 listings),3,3
757971058903624445,Lovely Bucktown 2-Bedroom Unit with Private Patio,13714523,Lindsey,Unknown,41.9167058,-87.6725663,Entire home/apt,207.95,2.0,23,2026-04-28,0.54,4,Chicago,Other,Premium ($150-250),Low (0-90 days),Occasional,1,Casual (1 listing),1,1
758072223330776518,Royal Retreat | Queen bedroom,243779291,Hakim,Unknown,41.9667552142062,-87.7210504769387,Private room,85.0,2.0,50,2026-06-04,1.27,273,Chicago,Other,Economy ($50-100),Always Available (271-365),Regular,8,Professional (4+ listings),8,8
758081123003767867,"Lake, Beach,Theater,Downtown,Redline, Northwestern",31669178,Donna,Unknown,42.0085682,-87.6704349,Entire home/apt,227.97,32.0,5,2025-08-18,0.12,364,Chicago,Other,Premium ($150-250),Always Available (271-365),Occasional,8,Professional (4+ listings),8,8
758094546115213846,Elegant Stay Chill Vibe | City Center,243779291,Hakim,Unknown,41.96856540608227,-87.7215203336952,Private room,81.5,2.0,62,2026-06-21,1.46,204,Chicago,Other,Economy ($50-100),High (181-270 days),Regular,8,Professional (4+ listings),8,8
758609536590788728,"Furnished 2B, Convenient, Perfect for Longer Stays",82190116,Ranya,Unknown,41.948693474706914,-87.73542181645534,Entire home/apt,123.12,32.0,0,Unknown,0.0,173,Chicago,Other,Mid-Range ($100-150),Medium (91-180 days),No Reviews,1,Casual (1 listing),1,1
758717518435561349,Avondale Triangle Apartment I Near Wrigley/Transit,83628553,Joseph,Unknown,41.94051,-87.70798,Entire home/apt,240.5,2.0,132,2026-06-21,3.12,136,Chicago,Other,Premium ($150-250),Medium (91-180 days),Highly Active,1,Casual (1 listing),1,1
759519262986933792,West Loop 2BR with Skyline Views + Prime Location,248760412,⁨Cloud9⁩,Unknown,41.8887227,-87.6466284,Entire home/apt,1223.0,2.0,102,2026-05-25,2.34,340,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,57,Professional (4+ listings),57,57
760159982210300664,Lincoln Square Retreat,3535137,John,Unknown,41.96736345433594,-87.69154354232788,Entire home/apt,87.21,2.0,13,2025-12-29,0.56,215,Chicago,Other,Economy ($50-100),High (181-270 days),Occasional,1,Casual (1 listing),1,1
760348409256483116,A Hand-some Place • Vintage 1BR Near Wrigley,3230291,David,Unknown,41.962037,-87.6670071,Entire home/apt,574.33,2.0,148,2026-06-16,3.46,329,Chicago,Other,Luxury ($250+),Always Available (271-365),Highly Active,27,Professional (4+ listings),27,27
760854585897769463,MasterRoom/PrivateBathroom.3 Blocks from BlueLine.,53292317,Mary,Unknown,41.93416,-87.71059,Private room,60.89,32.0,11,2026-06-08,0.26,118,Chicago,Other,Economy ($50-100),Medium (91-180 days),Occasional,5,Professional (4+ listings),5,5
761033002793394902,Airy Loft in Heart of Chicago,19409770,Sophia,Unknown,41.90813,-87.63028,Entire home/apt,228.56,32.0,0,Unknown,0.0,345,Chicago,Other,Premium ($150-250),Always Available (271-365),No Reviews,1,Casual (1 listing),1,1
761559137835061640,Chicago Jefferson Park Penthouse near train stop!,487979314,Maganbhai,Unknown,41.97146,-87.76541,Entire home/apt,285.33,2.0,78,2026-05-13,1.93,176,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
762190630064709336,Relaxing Wicker Park Garden Unit,10713688,Matthew,Unknown,41.91021,-87.68584,Entire home/apt,101.81,32.0,11,2026-05-15,0.28,50,Chicago,Other,Mid-Range ($100-150),Low (0-90 days),Occasional,6,Professional (4+ listings),6,6
762352511071081007,Vibrant 3BR Chicago Apt. near U of Chicago,105641,Adeoye,Unknown,41.7971432675832,-87.62304501944337,Entire home/apt,237.0,3.0,97,2026-06-21,2.54,144,Chicago,Other,Premium ($150-250),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
763187886068295971,Bright & Cozy 3 Story Lincoln Park Home | DePaul,445202748,Christian,Unknown,41.92265,-87.65416,Entire home/apt,485.0,2.0,126,2026-06-05,2.96,136,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
763829472178132757,Newly Renovated,208543311,Chris,Unknown,41.70283,-87.60201,Entire home/apt,68.18,33.0,0,Unknown,0.0,269,Chicago,Other,Economy ($50-100),High (181-270 days),No Reviews,3,Growing (2-3 listings),3,3
763832593500849642,Scenic 3BR PH for Tourism + Prime Location,248760412,⁨Cloud9⁩,Unknown,41.8949969,-87.6537109,Entire home/apt,937.5,2.0,104,2026-05-29,2.61,327,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,57,Professional (4+ listings),57,57
763887328758676705,Modern 1-Bedroom w/ off-street parking space,487064427,Rolando,Unknown,41.93396,-87.72085,Entire home/apt,302.0,2.0,133,2026-06-08,3.15,311,Chicago,Other,Luxury ($250+),Always Available (271-365),Highly Active,1,Casual (1 listing),1,1
764576255652833213,Perfect Wicker Park Stay,24110735,Neal,Unknown,41.91129590041312,-87.6774775904005,Entire home/apt,363.0,4.0,12,2025-11-30,0.34,247,Chicago,Other,Luxury ($250+),High (181-270 days),Occasional,1,Casual (1 listing),1,1
764599477754096242,2BD/1 BA with summer patio in quiet Roscoe Village,841820,Sebastian,Unknown,41.93889394124207,-87.67093995622423,Entire home/apt,330.0,2.0,166,2026-06-16,4.33,96,Chicago,Other,Luxury ($250+),Medium (91-180 days),Highly Active,1,Casual (1 listing),1,1
765477129323682949,Spacious 2BR in Chicago Near McCormick | Sleeps 8,395498979,Milan,Unknown,41.85542,-87.62539,Entire home/apt,242.0,2.0,92,2026-06-05,2.11,313,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,78,Professional (4+ listings),78,78
765858270291974118,Cozy Jefferson Park 2BR Apt,161249420,Marco,Unknown,41.96257,-87.77756,Entire home/apt,160.0,2.0,134,2026-06-14,3.16,191,Chicago,Other,Premium ($150-250),High (181-270 days),Highly Active,1,Casual (1 listing),1,1
766056605942339033,Chicago Penthouse Mid-Century Modern: Logan Square,488781558,Alexandra,Unknown,41.91824137516668,-87.69449380190396,Entire home/apt,228.5,2.0,180,2026-06-29,4.27,7,Chicago,Other,Premium ($150-250),Low (0-90 days),Highly Active,1,Casual (1 listing),1,1
766092656582103547,Modern 2BR Chicago Stay near McCormick & Willis,395498979,Milan,Unknown,41.85571,-87.62334,Entire home/apt,232.0,2.0,92,2026-06-14,2.12,299,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,78,Professional (4+ listings),78,78
766499608228095208,"15 min to Lake Michigan, parking, washer/dryer",36989519,Mushka,Unknown,41.99402,-87.70631,Entire home/apt,232.0,2.0,76,2026-05-09,1.74,215,Chicago,Other,Premium ($150-250),High (181-270 days),Regular,1,Casual (1 listing),1,1
767555849085171400,Rockwell by the River,485079256,Michael,Unknown,41.9341476729531,-87.69311081534426,Entire home/apt,348.5,2.0,120,2026-06-23,2.78,299,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,1,Casual (1 listing),1,1
767783533472740645,Luxury 2BR Near O’Hare | Fast WiFi • Free Parking,53762710,Monica,Unknown,41.9826278,-87.7778129,Entire home/apt,212.42,32.0,10,2026-03-23,0.33,292,Chicago,Other,Premium ($150-250),Always Available (271-365),Occasional,3,Growing (2-3 listings),3,3
768017798932845929,Room for 2 in shared home,489086639,Victoria,Unknown,41.7015092,-87.5295414,Private room,72.0,2.0,45,2026-06-08,1.11,352,Chicago,Other,Economy ($50-100),Always Available (271-365),Regular,2,Growing (2-3 listings),2,2
768267132306262584,Relaxed Getaway in Spacious Luxury Apartment,489133048,Quinisha,Unknown,41.80819,-87.62409,Entire home/apt,266.47,32.0,1,2023-08-21,0.03,365,Chicago,Other,Luxury ($250+),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
769831627582069520,Skyline 2BR in South Loop Chicago Near McCormick,395498979,Milan,Unknown,41.85395,-87.62532,Entire home/apt,298.5,2.0,151,2026-06-11,3.48,311,Chicago,Other,Luxury ($250+),Always Available (271-365),Highly Active,78,Professional (4+ listings),78,78
769917916142259276,Spacious duplex near downtown!,477462884,Fonda,Unknown,41.86704865251533,-87.70350256215133,Entire home/apt,137.1,32.0,11,2025-08-18,0.29,179,Chicago,Other,Mid-Range ($100-150),Medium (91-180 days),Occasional,1,Casual (1 listing),1,1
770062747399563893,Gorgeous Corner 2 Bedroom off the Magnificent Mile,396270947,Suite Home Corporate Housing,Unknown,41.89097,-87.62285,Entire home/apt,361.96,32.0,2,2024-08-10,0.09,288,Chicago,Other,Luxury ($250+),Always Available (271-365),Occasional,45,Professional (4+ listings),45,45
770277529175795790,Sun-Soaked Skyline Loft,135938882,Francis,Unknown,41.89917001866856,-87.6682399945217,Entire home/apt,719.0,2.0,19,2026-06-21,0.82,234,Chicago,Other,Luxury ($250+),High (181-270 days),Occasional,1,Casual (1 listing),1,1
770523073506526538,Hidden Gem:Artsy Speakeasy in Historic Bronzeville,55728526,Marc,Unknown,41.81534,-87.61641,Entire home/apt,246.0,2.0,166,2026-06-14,3.85,222,Chicago,Other,Premium ($150-250),High (181-270 days),Highly Active,1,Casual (1 listing),1,1
770955055252576991,Beautiful 5-bedroom Pilsen Home w/ Parking!,489592965,Venu,Unknown,41.856616696620094,-87.65248769447835,Entire home/apt,436.0,2.0,54,2026-06-07,1.34,296,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,1,Casual (1 listing),1,1
771239119413540300,Beautiful/Spacious 7BD - 4BTH Home with Garage!,237549429,Jerob,Unknown,41.9416,-87.76558,Entire home/apt,616.0,2.0,86,2026-04-15,1.99,171,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
771635681418578134,Superhost Spacious 3BR w/Parking | Family Friendly,489718212,Ledys,Unknown,41.92707,-87.7357,Entire home/apt,327.0,2.0,107,2026-06-13,2.63,170,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
772022042817683681,Charming retreat w/ fireplace,126543638,Alec,Unknown,41.85504,-87.66976,Entire home/apt,180.88,2.0,132,2026-05-16,3.07,123,Chicago,Other,Premium ($150-250),Medium (91-180 days),Highly Active,5,Professional (4+ listings),5,5
772761488160509011,Great Location / Private Room in Lakeview,13217131,Tim,Unknown,41.93766585612336,-87.6538147777319,Private room,90.73,2.0,154,2026-06-18,3.59,205,Chicago,Other,Economy ($50-100),High (181-270 days),Highly Active,3,Growing (2-3 listings),3,3
773003002884454541,Private Bedroom in Norwood Park,128265803,Victor,Unknown,41.99666,-87.79204,Private room,86.0,2.0,14,2026-06-22,0.34,325,Chicago,Other,Economy ($50-100),Always Available (271-365),Occasional,16,Professional (4+ listings),16,16
773214911162646829,Convenient Location / Private Room (Queen Bed),13217131,Tim,Unknown,41.9375873,-87.65380569999999,Private room,200.5,2.0,151,2026-06-12,3.5,214,Chicago,Other,Premium ($150-250),High (181-270 days),Highly Active,3,Growing (2-3 listings),3,3
773277395382707715,Fantastic Location / Private Room,13217131,Tim,Unknown,41.9375873,-87.65380569999999,Private room,140.0,2.0,157,2026-06-13,3.7,321,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Highly Active,3,Growing (2-3 listings),3,3
773770671334363834,Spacious 5 BR / King Beds / Private Deck + Parking,490067374,Huong,Unknown,41.880046,-87.69247779999999,Entire home/apt,492.99,3.0,98,2026-06-08,3.08,328,Chicago,Other,Luxury ($250+),Always Available (271-365),Highly Active,1,Casual (1 listing),1,1
773908539670296526,Bright Lakeview East 3-Bedroom,3382417,Heather,Unknown,41.93573,-87.64797,Entire home/apt,281.0,2.0,119,2026-05-23,2.81,299,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,3,Growing (2-3 listings),3,3
774597192856116627,Private Room 5 min. to the City,371036931,Roseanna,Unknown,41.87094,-87.65396,Private room,54.22,32.0,9,2025-09-08,0.21,297,Chicago,Other,Economy ($50-100),Always Available (271-365),Occasional,39,Professional (4+ listings),39,39
774617913244848660,Portage Park - Entire 3BR Garden Unit,30435360,Jen,Unknown,41.94589796458483,-87.77272231039511,Entire home/apt,353.0,2.0,15,2025-07-29,0.47,147,Chicago,Other,Luxury ($250+),Medium (91-180 days),Occasional,5,Professional (4+ listings),5,5
776336628989254573,3BR Condo Near Airport & Downtown – Free Parking,490525780,Zam,Unknown,41.99428,-87.707,Entire home/apt,146.69,32.0,40,2025-10-14,1.04,334,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Regular,1,Casual (1 listing),1,1
777034792047052261,Newly Renovated private room 2,208543311,Chris,Unknown,41.70288,-87.60216,Private room,36.03,33.0,0,Unknown,0.0,365,Chicago,Other,Budget (< $50),Always Available (271-365),No Reviews,3,Growing (2-3 listings),3,3
777081569923692574,Cozy Haven,490654589,Karen,Unknown,41.73475,-87.58472,Entire home/apt,326.5,2.0,36,2026-06-15,0.89,86,Chicago,Other,Luxury ($250+),Low (0-90 days),Occasional,1,Casual (1 listing),1,1
777496291747246525,Spacious 3BR Unit w/ Skyline Views Near McCormick,395498979,Milan,Unknown,41.85567,-87.62502,Entire home/apt,564.0,2.0,92,2026-05-19,2.15,324,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,78,Professional (4+ listings),78,78
777508171927458329,"Cottage Crafts Room - Free Parking, 1 block to CTA",22608682,Ryan,Unknown,41.88415,-87.71015,Private room,164.0,2.0,97,2026-06-11,2.25,308,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,10,Professional (4+ listings),10,10
777548831904551888,3BD | 2 Ensuites | Sleeps 8| Near Sox & McCormick,40741754,Wes,Unknown,41.82814968179045,-87.61867275264682,Entire home/apt,448.5,2.0,69,2026-06-22,1.62,344,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,1,Casual (1 listing),1,1
779012977237420486,Chicago Apartment near McCormick & Chinatown,490951159,Deana,Unknown,41.8532276,-87.6268499,Entire home/apt,150.59,32.0,47,2025-07-06,1.13,365,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,1,Casual (1 listing),1,1
779847692816018201,Serene 2-Bdrm: Sunlit Retreat in Heart of the City,25074085,Joe,Unknown,41.92383,-87.69369,Entire home/apt,174.5,2.0,153,2026-06-08,3.73,280,Chicago,Other,Premium ($150-250),Always Available (271-365),Highly Active,5,Professional (4+ listings),5,5
779923069020350721,1st floor 15 min Downtown Next to University Train,92129084,Russell J,Unknown,41.7949,-87.61664,Entire home/apt,383.5,2.0,103,2026-06-15,2.41,152,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,7,Professional (4+ listings),7,7
780431576971958994,Luxe Duplex-King Beds-Gym-Huge Backyard-Game Room,155612259,Connor,Unknown,41.95666,-87.78441,Entire home/apt,337.0,2.0,78,2026-06-11,2.0,317,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,1,Casual (1 listing),1,1
780444774240062817,Gorgeous Mid-Century House w/Hot Tub,38553561,Drea,Unknown,41.98940332602662,-87.70243127941808,Entire home/apt,471.5,2.0,42,2026-06-16,1.09,131,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,3,Growing (2-3 listings),3,3
781066042735737365,Fun 2BR with Retro Arcade 10 Min Downtown Sleeps 6,150639375,Freddy,Unknown,41.82384,-87.70089,Entire home/apt,169.67,2.0,153,2026-06-08,3.73,336,Chicago,Other,Premium ($150-250),Always Available (271-365),Highly Active,14,Professional (4+ listings),14,14
781186064034113431,2 Queen Bed Room,431019163,Paul,Unknown,41.88413,-87.63025,Private room,193.0,1.0,154,2026-06-15,3.65,23,Chicago,Other,Premium ($150-250),Low (0-90 days),Highly Active,17,Professional (4+ listings),17,17
781240611652369638,Pilsen Blue Door,485663668,Jesus,Unknown,41.856417679395015,-87.6564166828743,Entire home/apt,156.91,4.0,176,2026-06-17,4.14,147,Chicago,Other,Premium ($150-250),Medium (91-180 days),Highly Active,1,Casual (1 listing),1,1
781892187390860266,old Irving Park artistic Vintage,368785734,Ruben,Unknown,41.94343,-87.73007,Private room,113.16,32.0,0,Unknown,0.0,358,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),No Reviews,1,Casual (1 listing),1,1
781987855586644266,Beautifully Renovated House 10 mins from Downtown,43445331,Jean,Unknown,41.81628,-87.6208,Entire home/apt,818.0,3.0,57,2026-05-06,1.42,108,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
782446409146218784,Level Luxe One Bedroom Suite,188365982,Level,Unknown,41.9032387,-87.63486329999999,Entire home/apt,228.28,32.0,1,2025-11-15,0.13,326,Chicago,Other,Premium ($150-250),Always Available (271-365),Occasional,22,Professional (4+ listings),22,22
782525235032023073,Luxury Loft  with Private Pool and Movie Theater,23973552,Damani,Unknown,41.93528923403234,-87.64615513975005,Entire home/apt,1369.5,2.0,67,2026-06-08,1.64,78,Chicago,Other,Luxury ($250+),Low (0-90 days),Regular,1,Casual (1 listing),1,1
784193936878363811,"Modern Lux Apt, FastWi-Fi, POOL, Huge Gym, KingBed",483201459,Joshua,Unknown,41.90521,-87.63152,Entire home/apt,154.22,32.0,9,2025-11-26,0.25,246,Chicago,Other,Premium ($150-250),High (181-270 days),Occasional,2,Growing (2-3 listings),2,2
786314859980446423,Corner 3BR in Streeterville | Views | Roof Deck,126179580,Staywell,Unknown,41.8986092,-87.6206819,Entire home/apt,687.0,2.0,146,2026-06-19,3.46,242,Chicago,Other,Luxury ($250+),High (181-270 days),Highly Active,24,Professional (4+ listings),24,24
786499125056084115,Cozy two bedroom near Wrigley Field,22021736,Olesya,Unknown,41.93894,-87.65524,Entire home/apt,491.0,2.0,45,2026-06-21,1.23,146,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
786888547329484750,King Room in heart of Downtown,431019163,Paul,Unknown,41.88384,-87.62796,Private room,330.0,1.0,27,2026-01-11,0.63,40,Chicago,Other,Luxury ($250+),Low (0-90 days),Occasional,17,Professional (4+ listings),17,17
787566054027005762,Quiet Chicago Townhome: Walk to Subway Stations,121719854,Evolve,Unknown,41.88513,-87.74932,Entire home/apt,349.49,32.0,0,Unknown,0.0,364,Chicago,Other,Luxury ($250+),Always Available (271-365),No Reviews,13,Professional (4+ listings),13,13
787663525904232072,Contemporary  Apartment  Near United Center,492394452,Rys,Unknown,41.87614721397627,-87.68946806997629,Entire home/apt,383.0,2.0,1,2023-01-01,0.02,365,Chicago,Other,Luxury ($250+),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
787823387803441547,Cute & Spacious Wrigley Apt w/ Private Patio Deck,491707654,Justin,Unknown,41.93819,-87.66637,Entire home/apt,262.5,2.0,63,2026-06-22,1.49,320,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,6,Professional (4+ listings),6,6
788314640784579135,Chicago Home w/ Spacious Yard: 14 Mi to Dtwn,121719854,Evolve,Unknown,41.70462,-87.61095,Entire home/apt,115.5,32.0,2,2023-04-24,0.05,364,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Occasional,13,Professional (4+ listings),13,13
788314790952481922,Chicago Gem Near Subway ~ 5 Mi to Downtown,121719854,Evolve,Unknown,41.87249,-87.71522,Entire home/apt,147.22,32.0,1,2024-05-31,0.04,320,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Occasional,13,Professional (4+ listings),13,13
789833800906973766,Chicago North Shore Hideaway,187746186,Husni,Unknown,42.0032561,-87.67020029999999,Entire home/apt,114.5,2.0,41,2024-06-02,1.09,194,Chicago,Other,Mid-Range ($100-150),High (181-270 days),Regular,1,Casual (1 listing),1,1
790419796797569208,"Private, Luxe, Conveinent & Fun",31710957,Mari,Unknown,41.92688,-87.709671,Entire home/apt,112.56,32.0,0,Unknown,0.0,166,Chicago,Other,Mid-Range ($100-150),Medium (91-180 days),No Reviews,1,Casual (1 listing),1,1
790680128488448674,Spacious West Loop Retreat for Business Groups,248760412,⁨Cloud9⁩,Unknown,41.8764586,-87.6555539,Entire home/apt,1999.5,2.0,5,2026-04-21,0.13,365,Chicago,Other,Luxury ($250+),Always Available (271-365),Occasional,57,Professional (4+ listings),57,57
790883578380308463,Alluring Condo w/ Pri. Prkng Cls to Transit &Beach,111062630,Kyriako,Unknown,41.99878411831698,-87.66375526429614,Entire home/apt,269.5,2.0,198,2026-06-21,4.67,144,Chicago,Other,Luxury ($250+),Medium (91-180 days),Highly Active,41,Professional (4+ listings),41,41
791460640504372746,Upscale apartment Westside of Chicago,413398063,Destinee,Unknown,41.86133168177298,-87.70581375807524,Entire home/apt,232.5,2.0,16,2026-05-17,0.42,287,Chicago,Other,Premium ($150-250),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
792077784641835604,McCormick Place Mirage: 10 mins to Dine & Dwtn,212892963,Leonard,Unknown,41.79283790426646,-87.61727798803057,Entire home/apt,131.2,32.0,8,2026-03-13,0.26,205,Chicago,Other,Mid-Range ($100-150),High (181-270 days),Occasional,2,Growing (2-3 listings),2,2
792997816213147018,Uptown Gem,184527999,Kahlil,Unknown,41.96977,-87.65353,Entire home/apt,227.72,32.0,0,Unknown,0.0,364,Chicago,Other,Premium ($150-250),Always Available (271-365),No Reviews,1,Casual (1 listing),1,1
793519585729936101,2 Queen Bed Room in Theatre Dst,431019163,Paul,Unknown,41.88538372043955,-87.62984037821218,Private room,204.0,1.0,154,2026-06-28,3.65,48,Chicago,Other,Premium ($150-250),Low (0-90 days),Highly Active,17,Professional (4+ listings),17,17
794269127115279841,Pretty 1 bedr. U Chicago campus,368430240,Monika,Unknown,41.7934587,-87.5946779,Private room,25.62,60.0,0,Unknown,0.0,89,Chicago,Other,Budget (< $50),Low (0-90 days),No Reviews,1,Casual (1 listing),1,1
795099860511357681,Lovely lrg bedrm in tall bright&relaxing apartmnt.,25074085,Joe,Unknown,41.92418058244831,-87.69367877941414,Private room,271.5,2.0,2,2023-03-05,0.05,282,Chicago,Other,Luxury ($250+),Always Available (271-365),Occasional,5,Professional (4+ listings),5,5
